Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
A Powerful Mind,,The Self-Education of George Washington,,,Adrienne M. Harrison,"Harrison, Adrienne M.",,,,,,U of Nebraska Press,,2015/10/01,2015,,,,Biography & Autobiography,"His formal schooling abruptly cut off at age eleven, George Washington saw his boyhood dream of joining the British army evaporate and recognized that even his aspiration to rise in colonial Virginian agricultural society would be difficult. Throughout his life he faced challenges for which he lacked the academic foundations shared by his more highly educated contemporaries. Yet Washington’s legacy is clearly not one of failure.Breaking new ground in Washington scholarship and American revolutionary history, Adrienne M. Harrison investigates the first president’s dedicated process of self-directed learning through reading, a facet of his character and leadership long neglected by historians and biographers. In A Powerful Mind, Harrison shows that Washington rose to meet these trials through a committed campaign of highly focused reading, educating himself on exactly what he needed to do and how best to do it. In contrast to other famous figures of the revolution—Thomas Jefferson, John Adams, Benjamin Franklin—Washington did not relish learning for its own sake, viewing self-education instead as a tool for shaping himself into the person he wanted to be. His two highest-profile and highest-risk endeavors—commander in chief of the Continental Army and president of the fledgling United States—are a testament to the success of his strategy.",,,,,,,,,,,307,,,,,,English,,,,,,9781612347257,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 19:36:51.262557983,,,,,,,LGYoDwAAQBAJ,K,0,,
A Profile of Mathematical Logic,,,,,Howard DeLong,"DeLong, Howard",,,,,,Courier Corporation,,2004/06/17,2004,,,,Philosophy,"Readers need only an acquaintance with high school - level math to appreciate this text, which explores the historical reasons for the formation of Aristotelian logic, the rise of mathematical logic, the nature of the formal axiomatic method and its use, and the main results of metatheory and their import.",,,,,,,,,,,304,,,,,,English,,,,,,9780486434759,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/07 21:01:52.920485019,,,,,,,NN0oAwAAQBAJ,B,0,,
A Profile of Mathematical Logic,,,,,Howard DeLong,"DeLong, Howard",,,,,,Courier Corporation,,2004/06/17,2004,,,,Philosophy,"Readers need only an acquaintance with high school - level math to appreciate this text, which explores the historical reasons for the formation of Aristotelian logic, the rise of mathematical logic, the nature of the formal axiomatic method and its use, and the main results of metatheory and their import.",,,,,,,,,,,304,,,,,,English,,,,,,9780486434759,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 18:10:10.288041949,,,,,,,NN0oAwAAQBAJ,I,0,,
A Random Walk Down Wall Street,,The Time-tested Strategy for Successful Investing,,,Burton Gordon Malkiel,"Malkiel, Burton Gordon",,,,,,W.W. Norton,,,2015,,,,Business & Economics,"In a time of market volatility and economic uncertainty, when high-frequency traders and hedge fund managers seem to tower over the average investor, Burton G. Malkiel's classic and gimmick-free investment guide is now more necessary than ever. Rather than tricks, what you'll find here is a time-tested and thoroughly research-based strategy for your portfolio. Whether you're considering your first 401(k) contribution or contemplating retirement, this fully updated edition of A Random Walk Down Wall Street should be the first book on your reading list.In A Random Walk Down Wall Street you'll learn the basic terminology of ""The Street"" and how to navigate it with the help of a user-friendly, long-range investment strategy that really works. Drawing on his own varied experience as an economist, financial adviser, and successful investor, Malkiel shows why, despite recent advice to the contrary from so-called experts in the wake of the financial crisis, an individual who buys over time and holds a low-cost, internationally diversified index of securities is still likely to exceed the performance of portfolios carefully picked by professionals using sophisticated analytical techniques. In this new edition, Malkiel has provided valuable new material throughout the book on exchange-traded funds and investment opportunities in emerging markets, and in a brand-new, timely chapter, Malkiel authoritatively assesses the pitfalls and prospects of the latest investing trend, ""smart beta.""On top of all this, the book's classic life-cycle guide to investing, which tailors strategies to investors of any age, will help you plan confidently for the future. You'll learn how to analyze the potential returns, not only for basic stocks and bonds but for the full range of investment opportunities--from money-market accounts and real estate investment trusts to insurance, home ownership, and tangible assets like gold and collectibles. Individual investors of every level of experience and risk tolerance will find throughout the book the critical facts and step-by-step guidance they need to protect and grow their hard-earned dollars.With the prevailing wisdom changing on an almost daily basis, Malkiel's reassuring and vastly informative volume remains the best investment guide money can buy.",,,,,,,,,,,447,,,,,,English,,,,,,9780393246117,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:30:12.832007050,,,,,,,jy31oAEACAAJ,U,0,,
A Short History of Nearly Everything,,,,,Bill Bryson,"Bryson, Bill",,,,,,"Doubleday Canada, Limited",,,2004,,,,Science,"One of the world's most beloved and bestselling writers takes his ultimate journey -- into the most intriguing and intractable questions that science seeks to answer.  In A Walk in the Woods, Bill Bryson trekked the Appalachian Trail -- well, most of it. In In A Sunburned Country, he confronted some of the most lethal wildlife Australia has to offer. Now, in his biggest book, he confronts his greatest challenge: to understand -- and, if possible, answer -- the oldest, biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization, Bryson seeks to understand how we got from there being nothing at all to there being us. To that end, he has attached himself to a host of the world's most advanced (and often obsessed) archaeologists, anthropologists, and mathematicians, travelling to their offices, laboratories, and field camps. He has read (or tried to read) their books, pestered them with questions, apprenticed himself to their powerful minds. A Short History of Nearly Everything is the record of this quest, and it is a sometimes profound, sometimes funny, and always supremely clear and entertaining adventure in the realms of human knowledge, as only Bill Bryson can render it. Science has never been more involving or entertaining.   From the Hardcover edition.",,,,,,,,,,,560,,,,,,English,,,,,,9780385660044,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/07 21:17:05.967097043,,,,,,,weiCr6FWRA4C,B,0,,
A Technique for Producing Ideas,,,,,James Webb Young,"Young, James Webb",,,,,,NTC Business Books,,,1944,,,,,"A McGraw-Hill Advertising Classic A Technique for Producing Ideas reveals a simple, sensible idea-generation methodology that has stood the test of time. First presented to students in 1939, published in 1965, and now reissued for a new generation of advertising professionals and others looking to jump-start their creative juices, this powerful guide details a five-step process for gathering information, stimulating imagination, and recombining old elements into dramatic new ideas.",,,,,,,,,,,62,,,,,,English,,,,,,9780844230009,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:24:31.746858954,,,,,,,yJNRPwAACAAJ,T,0,,
A Thousand Plateaus,,Capitalism and Schizophrenia,,,Gilles Deleuze,"Deleuze, Gilles",,,,,,U of Minnesota Press,,,1987,,,,Philosophy,"Suggests an open system of psychological exploration to cut through accepted norms of morality, language, and politics",,,,,,,,,,,610,,,,,,English,,,,,,9780816614028,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 02:09:06.290832996,,,,,,,C948Tsr72woC,E,0,,
A Writer's Coach,,An Editor's Guide to Words that Work,,,Jack Hart,"Hart, Jack",,,,,,Pantheon Books,,,2006,,,,Language Arts & Disciplines,"A practical, innovative step-by-step approach to the writing process from one of the most acclaimed writing coaches in the countryIn A Writer’s Coach, Jack Hart–a managing editor at The Oregonian–shares the wisdom with which he has coached reporters to Pulitzer Prize—winning success. He gives invaluable advice on gathering ideas, writing theme statements and outlines, and using the “ladder of abstraction” to add variety and texture to writing. He provides a lexicon of lead sentences. He shares his ideas for composing and sustaining powerful writing, and for ensuring that what you write will be accessible to your audience. Discussing the ways writers can trip themselves up–procrastination, writer’s block, and excessive polishing, to name just a few–Hart demonstrates how to overcome each obstacle. Excerpts from writers such as Ernest Hemingway and Joan Didion, and from articles gathered from magazines and newspapers, provide inspiration and instructive examples of both inadequate and exemplary writing.Like a personal, portable writing coach, A Writer’s Coach will be a boon to writers, editors, teachers, and students.",,,,,,,,,,,283,,,,,,English,,,,,,9780375423277,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 09:56:22.931715011,,,,,,,Q2fNyOc_ekYC,R,0,,
A writer's companion,,,,,Richard Marius,"Marius, Richard",,,,,,McGraw-Hill College,,,1999,,,,Language Arts & Disciplines,"This brief guide to writing the essay and writing across the curriculum is indeed true to its title. It offers excellent advice on developing and polishing prose, with an emphasis on style and process--all with wit, charm, and intelligence.",,,,,,,,,,,264,,,,,,English,,,,,,9780073040158,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 15:39:42.457957029,,,,,,,wCF6AAAAIAAJ,,0,,
About Face,,The Odyssey of an American Warrior,,,"David H. Hackworth, Julie Sherman","Hackworth, David H.",,,,,,Simon and Schuster,,1990/04/15,1990,,,,Biography & Autobiography,"Called “everything a twentieth century war memoir could possibly be” by The New York Times, this national bestseller by Colonel David H. Hackworth presents a vivid and powerful portrait of a life of patriotism.From age fifteen to forty David Hackworth devoted himself to the US Army and fast became a living legend. In 1971, however, he appeared on television to decry the doomed war effort in Vietnam. With About Face, he has written what many Vietnam veterans have called the most important book of their generation.From Korea to Berlin, from the Cuban missile crisis to Vietnam, Hackworth’s story is that of an exemplary patriot, played out against the backdrop of the changing fortunes of America and the American military. It is also a stunning indictment of the Pentagon’s fundamental misunderstanding of the Vietnam conflict and of the bureaucracy of self-interest that fueled the war.",,,,,,,,,,,896,,,,,,English,,,,,,9780671695347,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 18:29:33.446264982,,,,,,,H2ofpCdu4boC,J,0,,
